id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,statuses_count,,,
1.02E+18,Faisal,pyeparfaisal,"Kampala, Uganda",Am not funny but I'll make your girl laugh | Maltese owner - @PabloPyepar | Panelist on @ntvmenug | Manager at @MsAtaiHair | Raising @malaikss | 🇷🇼🇺🇬,https://t.co/VPSTuCXGoO,17506,6499,25,Sat Jul 21 05:16:07 +0000 2018,37980,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4840,,,
7.44E+17,ℐohn ℳallya 🇹🇿手水難戈木🗻🌋,johnmallya9,#Dodoma🏙#Tanzania,#Entℛepℛeneuℛ💰💹 🙏🏽#ℊᝪd_ℱeℛst #stey_huℳℬℒe #dℛeaℳ_ℬiℊ🤣#happy💵💰,,13026,1218,6,Sat Jun 18 16:41:17 +0000 2016,135234,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4843,,,
9.38E+17,うわっち@俺はうわちだ,kadonze,日本 北海道(でっかいどう),へたれなアカウント 脳内メインメモリ256MB 脳内ハードディスク4GB 脳内OS マルチタスク非対応 仮想メモリ作動中につきフリーズ数多,https://t.co/NlRujjSSPy,138,172,1,Mon Dec 04 02:03:50 +0000 2017,6973,,,
3329469733,Cody,yodazewabbit,Alien planet. duh.,"Streamer, professional Lego builder, MCR and All Time Low fanatic",https://t.co/uV6Pi3uNvL,26,220,4,Mon Aug 24 19:08:14 +0000 2015,1221,,,
1.00E+18,Ken Brown Kia,kenbrownkia,United Kingdom,We are a family-owned business that serves the counties of Essex and Hertfordshire from our Harlow and Stevenage dealerships.,https://t.co/ptqwla3ryY,59,5,0,Thu May 31 08:58:40 +0000 2018,345,,,
600047577,marc lopez herrero,marc10lopez,,Amante de la Formula 1. Redactor en MasFormula @masformula,,204,950,4,Tue Jun 05 09:18:05 +0000 2012,39618,,,
1.15E+18,ROOT RAW,rootraw2,Beijing,"Hi, I'm tech and app blogger, find me at https://t.co/A7hgpKJbri",https://t.co/WNXMLJ1Cgp,38,113,0,Sun Jul 21 16:40:29 +0000 2019,13417,,,
1.18E+18,Jones Smith,awesomesuta,VA 🔜 Australia,Coming Soon!,,2,155,0,Sat Sep 28 15:31:18 +0000 2019,566,,,
1.14E+18,Sonie😍,icy_sonie,"Kampala, Uganda",Sassy by choice  https://t.co/MHEw1TPVxN IG:@Icy_sonie Eyebrow GURU☺️ Manchester United all day everyday❤️ RASHFORD FREAK FAN-GIRL😩 Dancer💃🏿,,8102,755,2,Sat Jun 29 09:00:00 +0000 2019,16975,,,
9.84E+17,𝐞𝐦𝐦𝐚𝐤𝐢𝐫𝐬𝐭𝐞𝐧 🧚🏻‍♀️,emmakirs1,"Barrigada, USA",gavin jake,,111,148,0,Tue Apr 10 11:28:58 +0000 2018,7755,,,
2882426554,Hitech GP,hitechgp,"Silverstone, England","Competing in: ⁣⁣⁣⁣
✖️ @fiaformula3
✖️ F3 Asia ⁣⁣⁣
⁣⁣⁣
⁣⁣Operating: ⁣⁣⁣
✖️@wseriesracing ⁣⁣
⁣✖️ FIA Motorsport Games",https://t.co/2K6jJtI96W,1707,145,42,Tue Nov 18 09:34:20 +0000 2014,1572,,,
16791919,SRao,leelamalur,South East England,"Psychologist, foodie, rebel South Indian",,115,295,10,Wed Oct 15 20:00:03 +0000 2008,5323,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4846,,,
2882426554,Hitech GP,hitechgp,"Silverstone, England","Competing in: ⁣⁣⁣⁣
✖️ @fiaformula3
✖️ F3 Asia ⁣⁣⁣
⁣⁣⁣
⁣⁣Operating: ⁣⁣⁣
✖️@wseriesracing ⁣⁣
⁣✖️ FIA Motorsport Games",https://t.co/2K6jJtI96W,1707,145,42,Tue Nov 18 09:34:20 +0000 2014,1572,,,
8.61E+17,Evelyn 💫,evelyn_nakayi,"Kampala, Uganda","I'm an @Arsenal ride or die.
My pinned tweet is a goal.
I will make it.!",,19567,2799,18,Sat May 06 17:09:50 +0000 2017,89931,,,
3775962913,Samanda Purse,samanda666,,,,118,1,35,Sun Oct 04 01:24:36 +0000 2015,324933,,,
590815760,Ham,inedibleham,"Kampala, Uganda",Ugandan | F1 fan | EDM fan (can't get a single song title in my head) | Son of Tooro,,333,289,5,Sat May 26 10:53:53 +0000 2012,164,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4849,,,
3329469733,Cody,yodazewabbit,Alien planet. duh.,"Streamer, professional Lego builder, MCR and All Time Low fanatic",https://t.co/uV6Pi3uNvL,26,220,4,Mon Aug 24 19:08:14 +0000 2015,1226,,,
48965976,Bruno Rangira,rangira,Kigali,"News junkie, Proudly Rwandan",,3788,2374,18,Sat Jun 20 09:03:11 +0000 2009,4270,,,
249075947,Cornish Seaside,batholiver,Cornwall,Enthusiastic amateur web designer latecomers (for late availability) beautifulcottages and Cornish Seaside Holiday Cottages http://t.co/aCGnRnE8,http://t.co/YjxgpGPZNe,952,1891,49,Tue Feb 08 09:26:57 +0000 2011,34360,,,
7.08E+17,UTAG Murph,carbongeezer,"Danbury, ","Cab drivers in London now abed, shall hold their manhood’s cheap, while any speaks that fought with us on DEMO WEEK",,136,119,0,Wed Mar 09 09:58:55 +0000 2016,5484,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4852,,,
187135136,Osman Tekin,osman_tekin,Türkiye,{Yük. Bilgisayar Mühendisi-Msc Computer Engineer},https://t.co/e75lbWAR9M,569,373,3,Sun Sep 05 10:49:26 +0000 2010,761,,,
42042991,Helen Robertson,helencrobertson,London,Energy Editor at Bloomberg News @business in London. Retweets & likes ≠ endorsement. Opinions are mine. hrobertson18@bloomberg.net,https://t.co/8LP8kXxygH,5627,1374,258,Sat May 23 15:23:44 +0000 2009,10584,,,
40173650,Global News Report,robinsnewswire,RT's Are FYI Purposes Only,"Flying the web for trusted world news reports and shopping discounts 24/7. Retweeting for opinions, useful information, and the many voices of Twitter.",http://t.co/DNyCun08Ab,25317,17888,4050,Fri May 15 04:16:20 +0000 2009,1524256,,,
419529198,AYIKO JUSTUS N,ayiko_justus,"HOME,CHURCH,BANK","PLOUGHING THE EARTH FOR OPPORTUNITIES TURNING IDEAS INTO REALITY! MD JADS CAFÉ, CEO N FOUNDER @PamojaHousing And PAMOJA GROUP ,GSW /REAL-MADRID/ ARSENAL",https://t.co/q6Gvv31Or2,1281,1186,54,Wed Nov 23 13:22:07 +0000 2011,91430,,,
217475688,Jason,jaykris10,Canada 🇨🇦 ,"Investor, Shoe collector, father, husband. Broncos fan, Detroit Redwing fan. Love and work hard to retire in Maui.",,515,415,17,Fri Nov 19 16:43:32 +0000 2010,8733,,,
419529198,AYIKO JUSTUS N,ayiko_justus,"HOME,CHURCH,BANK","PLOUGHING THE EARTH FOR OPPORTUNITIES TURNING IDEAS INTO REALITY! MD JADS CAFÉ, CEO N FOUNDER @PamojaHousing And PAMOJA GROUP ,GSW /REAL-MADRID/ ARSENAL",https://t.co/q6Gvv31Or2,1281,1186,54,Wed Nov 23 13:22:07 +0000 2011,91430,,,
4332969615,Dublin Pedaller,dublinpedaller,"Dublin City, Ireland","Tweeting about cycling and other things. Not a cyclist, a person who travels by bike.",,502,275,7,Mon Nov 30 21:43:51 +0000 2015,3935,,,
249075947,Cornish Seaside,batholiver,Cornwall,Enthusiastic amateur web designer latecomers (for late availability) beautifulcottages and Cornish Seaside Holiday Cottages http://t.co/aCGnRnE8,http://t.co/YjxgpGPZNe,952,1891,49,Tue Feb 08 09:26:57 +0000 2011,34361,,,
61439386,Kanishq Quotes,kanishquotes,3rd Rock from the sun,"🇮🇳 

Card carrying member of the Illuminati

I maybe rude,but my manners are impeccable.

I rarely block or abuse.

I am not being paid to get offended.",https://t.co/ZoOP91BCUf,89,203,3,Thu Jul 30 09:08:15 +0000 2009,9157,,,
2430009433,Girl Confessions,girlcfs,,Every girl can relate.,,98222,43216,133,Sun Apr 06 06:25:24 +0000 2014,1623,,,
486546354,Chris Traynor,chris_traynor,,,,129,183,0,Wed Feb 08 12:07:32 +0000 2012,18434,,,
3727430115,Beadles Land Rover Southend,landrvrsouthend,"Southend, England","Welcome to Beadles Land Rover Southend, your local Land Rover dealership. Part of @Group1Auto #01702 892 126",https://t.co/4Is3ZgCsq4,265,125,8,Mon Sep 21 10:56:32 +0000 2015,1176,,,
2294193564,Beadles Land Rover Sidcup,landroversidcup,Sidcup,"Welcome to Beadles Land Rover Sidcup, your local Land Rover dealership in Sidcup. Part of @Group1Auto #02081 310 435",https://t.co/AaH4u0pHUz,267,112,7,Thu Jan 16 09:57:57 +0000 2014,1001,,,
1.08E+18,Beadles Land Rover North West London,landrovernwldn,"London, England","Welcome to Beadles Land Rover North West London, OPENING SOON.
Part of @Group1Auto.",https://t.co/MXTswdotxA,28,41,0,Wed Jan 02 17:43:33 +0000 2019,206,,,
3727430115,Beadles Land Rover Southend,landrvrsouthend,"Southend, England","Welcome to Beadles Land Rover Southend, your local Land Rover dealership. Part of @Group1Auto #01702 892 126",https://t.co/4Is3ZgCsq4,265,125,8,Mon Sep 21 10:56:32 +0000 2015,1176,,,
9.49E+17,Beadles Land Rover Watford,landrvrwatford,"Watford, England","Welcome to Beadles Land Rover Watford, your local Land Rover dealership in Watford. Part of @Group1Auto #01923 709 065",https://t.co/GxRwLm3bYu,62,24,0,Wed Jan 03 16:06:59 +0000 2018,554,,,
7.65E+17,New Cars,newcars19,United States of America,new cars,https://t.co/zOzQJiXh0l,6,2,0,Mon Aug 15 07:07:15 +0000 2016,19191,,,
1012296636,#FreeStellaNyanzi,kenjapala,KE UK ZIM,"#Jesus'sDisciple
#Pharma 
#Marketing #Sales 
#Medicine 
#Science #Biology #Biochemistry #Chemistry 
Non ridere, non lugere, neque detestari, sed intelligere.",,3779,5002,10,Sat Dec 15 01:19:28 +0000 2012,214605,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4855,,,
24847751,Vekkonen,s_chumacher_,Japan,Please feel free to following 興味のある方はご自由にフォローください。,https://t.co/U2jtoFXbu8,675,1598,27,Tue Mar 17 06:00:56 +0000 2009,58956,,,
590815760,Ham,inedibleham,"Kampala, Uganda",Ugandan | F1 fan | EDM fan (can't get a single song title in my head) | Son of Tooro,,333,289,5,Sat May 26 10:53:53 +0000 2012,165,,,
783475735,≡ 💖 Impatient 👻 of SJG Reappearance,nuovarealta,Californian Beach & Vienna ,"Here for T≡SLA. Happy Model3 owner of #ElisaBEV since June 2019. #elontologist $TSLA #TeamElon 💛💜🧡 Not affiliated to Tesla, Sacher, or Apple. 🧡💜💛",,3576,3653,35,Mon Aug 27 00:33:58 +0000 2012,22884,,,
8.81E+17,/r/F1FeederSeries 🏁,f1feederseries,Support Paddock,"The official twitter account for the /r/F1FeederSeries subreddit #F1FS. 

A community dedicated to all forms of junior formula racing from around the globe 🏁🌍🏁",https://t.co/sdhh7ga7iG,149,58,2,Sat Jul 01 02:43:52 +0000 2017,1076,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4858,,,
1.10E+18,Kent_EVs,kent_evs,"Kent, England","We are a Kent based group for EV owners, users or the EV Curious. Chat, advice, giggles and meet ups. BMW i3 driver",https://t.co/lq0GbcJEIw,409,498,3,Mon Feb 18 20:52:43 +0000 2019,1190,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4861,,,
9.85E+17,Sally Moen,sallymoen2,Everett Washington USA,"Reader, bicyclist, love cats and math, maker of upcycled art, home cooked meal maker, sew sew sew. From the Pacific Northwest of U.S. Oh and I’m a Patches Pal.",,625,591,17,Sun Apr 15 03:19:28 +0000 2018,165467,,,
564996199,Terhas Asefaw,terhasasefaw,,,,86,140,0,Fri Apr 27 23:24:41 +0000 2012,244,,,
1.01E+18,Michael,michael77543635,,https://t.co/gW464Ezl4y,,613,2665,3,Sat Jun 30 21:41:47 +0000 2018,26257,,,
134179936,Ch. Mumtaz Majeed,chmumtazmajeed,"Islamabad, Pakistan","CEO Ⓜ🅱 Estate & Builders
[Entrepreneur][Human Right Activist][Social & Political Worker+Dreamer Beliver|={Khak}",https://t.co/Uy6Y8lICNt,1400,1336,4,Sat Apr 17 17:28:38 +0000 2010,3363,,,
370262577,Gearbest & Banggood Kupony Polska,gearbestkupony,,"Współpracujemy z polskim Marketingiem GearBest i Banggood. Publikujemy kody zniżkowe, oferty specjalne i FLash Sale.",https://t.co/TwZnUaycKr,248,0,4,Thu Sep 08 18:39:54 +0000 2011,34419,,,
65042904,The Checkered Flag,thecheckerflag,"Cambridge, Cambridgeshire, UK","Independent motorsport news bringing you the latest from the world of motorsport #F1, #FormulaE, #WorldRX, #WEC, #BTCC, #WRC, #MotoGP and more since 2009",https://t.co/33LZSrgDn5,18724,9136,366,Wed Aug 12 14:00:54 +0000 2009,74193,,,
129154489,Lasty52,lasty52,,,,1984,518,97,Sat Apr 03 10:20:07 +0000 2010,106315,,,
19530856,Barbara Kelleher,babbsk,Republic of Ireland,,,62,158,1,Mon Jan 26 12:10:12 +0000 2009,1335,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4864,,,
37409807,Herman K.,h_kwoba,NAIROBI to Algeria to Bonn,Modelled by the African Union #PAUWES| MSc. in Policy and Climate Change | Working on Sustainable Urban Transport | Development nerd! | Nairobi,,857,971,19,Sun May 03 12:39:07 +0000 2009,4821,,,
1143294192,Winnie254,mayyanna1,,#GodFearing #Orig254 #ManUManiac .More smiles Less stress.Am not AFRAID to leave the good for the GREAT.. #GreatThinker,,3475,3143,3,Sat Feb 02 20:09:37 +0000 2013,10882,,,
1332121,Fandom 🎃👻,getfandom,"San Francisco, CA","🎥 🎮 The latest news in Movies, TV, and Video Games. IG: getfandom 📷",https://t.co/wVFp54Da1X,255874,64873,1261,Sat Mar 17 03:28:55 +0000 2007,36451,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4867,,,
572788183,Fashion 💋,plnksecret,,fashion page 👢 *we do not own any content DM for removal ✉️ fashion@umsocials.com,https://t.co/Hr887NcYnP,214481,82,305,Sun May 06 16:29:03 +0000 2012,8286,,,
28390894,CJ,chrissythenewf,#HamOnt #Centremount,Forever a Newfoundlander~Former Torontonian~Mostly Immature~Moderately Political~Mildly Funny~#HamOnt is Home ❤️,https://t.co/nbHKrZa75U,890,2925,25,Thu Apr 02 18:30:46 +0000 2009,9498,,,
52891634,Sufiy,sufiy,Global.,"#Investing as a way of life based on common sense. There is #magic, but you have to be the #magician. You have to make the magic happen. No investment advice.",https://t.co/UwO6EwzHOn,2994,4834,891,Wed Jul 01 23:34:43 +0000 2009,396595,,,
2293725620,Dallis,kuulei_3d,,,,573,528,2,Thu Jan 16 02:46:41 +0000 2014,11993,,,
20152047,Andrew Dench,ajdench,Not there,"Not as clever as I'd like to be. A little less proactive than I make out to be. Far too prone to being prone. (I mean supine, but it doesn't sound as good.)",,109,655,1,Thu Feb 05 14:30:44 +0000 2009,574,,,
1.15E+18,archibald forman,archibaldforman,,,,1,134,0,Mon Jul 08 18:59:36 +0000 2019,158,,,
8.16E+17,Poemsdeps,poemsdeps,Worldwide,Sharing quotes excerpts and poetry mostly found online,,328079,68,1040,Tue Jan 03 01:47:05 +0000 2017,4458,,,
2525212288,Javed Shaik 💯,javjavjavvv,California,Radiography student. 22. Marvel. DC. Anime. اللَّه سُبْحَانَهُ وَتَعَالَى,,348,1147,3,Sat May 03 10:40:09 +0000 2014,1329,,,
179867837,🎃Foolish Watcher™️,itshazimazman,Milky way,dreams of films and jiving across this hazy cosmic momentary universe.,,764,1108,33,Wed Aug 18 08:32:40 +0000 2010,101408,,,
2853966779,𝕮𝖊𝖗𝖛𝖆𝖘,cervas_ftrr,"Espinho, Portugal","""Pushing little children,
With their fully automatics,
They like to push the weak around""
|| (28/05 💙) ||",https://t.co/P1MxpKgCPO,1118,4373,9,Fri Oct 31 23:13:55 +0000 2014,28516,,,
7.79E+17,RED- L❤VER LISBON-KRAOS 🦋🏹,redkraosent,"Madrid, España","Hago cortometrajes a veces.
También actúo y  canto lo que escribo (meh) en YT..🍀
Cinéfilo.
Gryffindor.
Cosplayer.
Swiftie '2012. Never seen her in concert🙊🏹",https://t.co/910J7RSJ2S,317,336,3,Wed Sep 21 21:24:39 +0000 2016,20780,,,
2882839193,PhoenixRed,jbarnes532,"Kent, England","80% nerd, and 20% 19 year old human.",https://t.co/nfTE2oqj9s,490,561,175,Tue Nov 18 16:58:46 +0000 2014,101336,,,
9.42E+17,David S. Pumpkins,revengeofmyls,"Upper East Side, Manhattan",Blacked🏀,,193,241,1,Sun Dec 17 20:41:22 +0000 2017,59560,,,
753585528,serving_nations,serving_nation1,,Passion for the Nations and ways to empower the people who are the families who are the cornerstone of strong communities which make up Nations,,193,557,0,Sun Aug 12 18:46:26 +0000 2012,12468,,,
1539942980,Ruby Red,txrubyred,,Live to tweet or tweet to live ??,,94,461,11,Sun Jun 23 02:22:26 +0000 2013,33864,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4870,,,
7.13E+17,"Rhema Motors, LLC.",rhemamotors,"Maryland, USA",Electric Vehicle startup in Maryland developing fun to drive yet practical EV's and Hybrid drivetrains for the fleet and consumer markets!,https://t.co/tE0arPpBMf,173,601,7,Fri Mar 25 10:55:32 +0000 2016,1475,,,
1.02E+18,neighyshuaz@gmail.com,neighyshuaz, 1# Refuge City ,"Benita Marvena Suber-bey
Born Mt. Sinai Cleveland, Ahia.   Surviving Ohio's Black War on Identity & Presence🚿🚽🚪👩🏿‍🎓The Cancel Culture",,81,1230,11,Wed Jul 25 04:21:45 +0000 2018,29746,,,
1.04E+18,Emmanuel Jr,ifenabo1,African ,"One man mopol. 
I only fan any political party that work for interest of the masses, 
praised by the mass and not it members!
No man's friend!",,483,0,0,Mon Sep 03 21:57:25 +0000 2018,475,,,
9.49E+17,Bontle Moyo💓💓,bontle_moyo,"Harare, Zimbabwe",Patriotic Zimbabwean 🇿🇼🇿🇼🇿🇼,,45,39,0,Thu Jan 04 00:34:53 +0000 2018,902,,,
7.27E+17,Néstor Durán Galicia,nestord84,"Zaragoza, España",😀🧐🤪,,299,652,12,Mon May 02 14:58:12 +0000 2016,52046,,,
41576985,sweetfruct🎃se,sweetfructose,CLE | Philly burbs,mama. plushmaker. homebody. Steven universe is love. Probably needs a nap. Cupcake and Dino stan account. She/her,https://t.co/btO0kTWstL,964,3424,24,Thu May 21 12:33:09 +0000 2009,42143,,,
175057926,Raymond Cooper,mr_making_moves,Everywhere,Entrepreneur & inventor with a passion for helping people & our environment.  I'm Making Moves as you read this toward a cleaner greener future!,,112,184,4,Thu Aug 05 14:36:28 +0000 2010,165,,,
41606678,Fulton Vehicle Leasing,fultonleasing,RG7 4GB,"With 35 years of experience under our belt we’re one of the most established vehicle finance businesses in the country.
Visit our site for more info!",http://t.co/YRdyaUvtGJ,258,141,1,Thu May 21 15:24:14 +0000 2009,1362,,,
9.97E+17,E-Fatuation,efatuation,"Maryland, USA",Spreading awareness of electric cars through cool quirky t-shirts and more,https://t.co/La1H6aqDSX,166,361,1,Thu May 17 16:03:52 +0000 2018,188,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4873,,,
29171042,Ziyaad Mohomed,ziyaggy,Johannesburg,"Too big of a character to be explained in 160 characters. Just as confused as you are.
Instagram 📷 : ziyaggy  Snapchat 👻 : ziyaggy_m",,1195,1255,203,Mon Apr 06 09:22:32 +0000 2009,232054,,,
1.03E+18,👑,call_me_huge,🇺🇸   🇺🇬🌍,"CEO | Gentleman with a little bit gangsta | 💉
| legit hustler",,1538,506,0,Sun Aug 26 04:45:20 +0000 2018,4978,,,
1.06E+18,Maia Energy,maiaenergyltd,"Weybridge, United Kingdom","Tracking the Climate Emergency with Scientific Data and news on Climate Events, Activism, Climate Change Politics, EVs, Solar, Hydro,Hydrogen and bio renewables",https://t.co/rtvBluMzkn,263,128,8,Tue Nov 20 12:43:19 +0000 2018,7015,,,
2254052615,Christopher cox,christo91277888,cardiff,proud Labour supporter Welshman.Manchester United fan. husband father of four Sons and vegetarian love raising money by cycling 🚵‍♀️,,1317,1951,0,Tue Dec 31 11:38:23 +0000 2013,5138,,,
87659486,Edgar 'The Solution' Gomes,russegomez,"Mumbai, India",Amateur Comedian | Liverpool FC | Brand Enthusiast | Old School | Save the Planet | Motorsport Lover | Foodie | ✝️| Mumbaiwalla,,154,312,12,Thu Nov 05 10:39:33 +0000 2009,27852,,,
2691637561,Jeeps Daily,_jeepsdaily,,NOT affiliated with @JEEP. We do not own the rights to any photos. Tag us in your Jeep photos!,,41315,49,41,Wed Jul 30 02:49:31 +0000 2014,148,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4876,,,
2259206473,Jason,jasonboybarb,CAUGHT SOMEWHERE IN TIME,LOVE MOVIES!! Nicki Minaj is the QUEEN! Proud American Boy! 🇺🇸,,98,681,0,Mon Dec 23 17:33:36 +0000 2013,2880,,,
354803675,Re; 🙇‍♀️🙇‍♀️ | Noxwulf,kingslystemple,United States,"6.11% | Gamer-Memer 🤳| https://t.co/1OiKecGs6Y | Don’t follow me, follow yourself. @Kinqsly | @Kinqslyr | The Metà-Weeb ; The Metà-Streamist.",https://t.co/MltM8MG6eQ,163,319,0,Sun Aug 14 09:49:50 +0000 2011,39729,,,
253045934,Digital Kreations,digitalkreation,"England, United Kingdom","Digital Kreations Offers Global IT Services for IT Infrastructure,
Applications & EPOS. See how we can help, get in touch.

Tel: | 01455 320 661",http://t.co/IFSqpbowRN,332,777,15,Wed Feb 16 12:59:41 +0000 2011,1202,,,
1.06E+18,Maia Energy,maiaenergyltd,"Weybridge, United Kingdom","Tracking the Climate Emergency with Scientific Data and news on Climate Events, Activism, Climate Change Politics, EVs, Solar, Hydro,Hydrogen and bio renewables",https://t.co/rtvBluMzkn,263,128,8,Tue Nov 20 12:43:19 +0000 2018,7018,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4879,,,
1.04E+18,Emmanuel Jr,ifenabo1,African ,"One man mopol. 
I only fan any political party that work for interest of the masses, 
praised by the mass and not it members!
No man's friend!",,483,0,0,Mon Sep 03 21:57:25 +0000 2018,476,,,
7.58E+17,Princess from North,south_princess1,,"Inspired by Africanism 

Blog : https://t.co/OL33XQFeDj",https://t.co/OL33XQFeDj,1113,1376,1,Tue Jul 26 09:01:43 +0000 2016,8129,,,
29870938,Michael Vergona,michaelvergona,"Boca Raton, FL",Founder @urbansolargroup • Solar Pro • FL Solar Contractor • FlaSEIA 1st VP • @tesla and @spacex Enthusiast,,654,1794,6,Thu Apr 09 00:39:38 +0000 2009,1320,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4882,,,
95588347,nicko,ncklhm,,pecandu film tapi pilih-pilih,,421,266,4,Wed Dec 09 05:54:48 +0000 2009,17760,,,
1398412530,'Voh,theoutperform,Nigeria,"Small business growth engine. Boring tedtalk guy.

My Bio: https://t.co/Zs19JG7uIW…

✉ maxwell.ukueje@gmail.com",,528,677,14,Thu May 02 23:42:54 +0000 2013,7994,,,
169089681,Jeroen Bartelse,jeroenbartelse,"Utrecht, Netherlands","Insuring the 21st century @achmea | involved with @amsterdamdrone, @PAVEcampaign, @EITDigital, @EITUrbanMob | self-driving cars | drones | UAM | #insurtech",https://t.co/vQ4BqYUpMC,4910,1763,726,Wed Jul 21 14:32:46 +0000 2010,28125,,,
32717261,Roger Buchana,butters360,"Orlando, FL","I am shadow, I am the light.",,729,1460,11,Sat Apr 18 01:39:12 +0000 2009,66220,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4885,,,
35695428,Umut Selvi,umutselvi,"London, England",,https://t.co/46PwjesLgr,277,332,7,Mon Apr 27 07:31:31 +0000 2009,1186,,,
4753683645,Richmond,_rixchy,,"A mechanical Engineer, tech start-up enthusiasts.  #platformBussiness. #DesignEngineer. #AMEtank designer",,1094,1258,0,Sat Jan 09 11:07:03 +0000 2016,3216,,,
1.06E+18,Maia Energy,maiaenergyltd,"Weybridge, United Kingdom","Tracking the Climate Emergency with Scientific Data and news on Climate Events, Activism, Climate Change Politics, EVs, Solar, Hydro,Hydrogen and bio renewables",https://t.co/rtvBluMzkn,263,128,8,Tue Nov 20 12:43:19 +0000 2018,7021,,,
142606856,Rachel Wyld🇦🇺,rawyld,"Bohrap boys, star Wars, doctor","Autistic Girl, Doctor Who Fan 1-12, Queen fan, Star Wars, Peter Capaldi, 80-00s childhood",https://t.co/DWlQaxksQD,521,352,11,Tue May 11 08:46:41 +0000 2010,41909,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4888,,,
702946100,Mohamed El-Hamzawi,melhamzawi,,,,32,130,0,Wed Jul 18 12:12:06 +0000 2012,167,,,
1.12E+18,kevin truong,kevinsuckseggs,,not here for hook ups,,31,53,0,Thu Apr 11 04:55:09 +0000 2019,36,,,
2200762543,RJ Meads,rjmeads,Kentucky,Life is LONG,,1116,1265,78,Mon Nov 18 06:19:24 +0000 2013,321605,,,
1.06E+18,Maia Energy,maiaenergyltd,"Weybridge, United Kingdom","Tracking the Climate Emergency with Scientific Data and news on Climate Events, Activism, Climate Change Politics, EVs, Solar, Hydro,Hydrogen and bio renewables",https://t.co/rtvBluMzkn,263,128,8,Tue Nov 20 12:43:19 +0000 2018,7022,,,
2365044151,👻🎃 We Geek Girls 👻🎃,wegeekgirls,"Charlotte, NC",~GiGi (@captureevents) & CC (@MeCandiceC) ~ #GeekGirls #Geeks #LOTR #Whovians #Trekkies #Marvel #StarWars #TWD #Sherlock #MrRobot - https://t.co/HG4K7dfTs4,https://t.co/QoFQPXLSW8,5489,6018,304,Fri Feb 28 04:06:36 +0000 2014,60002,,,
35748736,Oddly Pleasing,oddlypieasing,Washington DC,The most pleasing videos brought to your timeline.,https://t.co/CAi6ptigio,93914,67,567,Mon Apr 27 14:05:59 +0000 2009,92,,,
1.17E+18,twawki,twawki2,,"ascending soul 
https://t.co/ONQS0uKSdP
#MAGA #BREXIT #NoNWO #AntiUN #AntiEU
#Ifollowback #followback",,1676,3003,0,Fri Sep 13 07:16:22 +0000 2019,1393,,,
4897225569,King of the North 👑,brianokullo,Kampala,"Peace and Human Rights Activist●Country Coordinator CYPAN, Uganda●Political Admire ●Social Entrepreneur●Boyfriend ♡●My Views my Expression!",,1546,1252,0,Thu Feb 11 08:49:29 +0000 2016,4187,,,
7.99E+17,benjamin bougie,jaminoben1,france,born in 1986 in barmingham in great britan 33years old taichi master self taught frome healing to self defence and want to become famous with my inventions :),https://t.co/3bozdINnav,0,26,0,Wed Nov 16 19:31:35 +0000 2016,14,,,
1.03E+18,Mudeey💦,__muhdadam,The Batcave,Imperfection.,,1133,673,0,Fri Aug 10 00:47:23 +0000 2018,10253,,,
